학교명,학교급구분,설립형태,교육지원청명,위도,경도,2008년 학생수,2009년 학생수,2010년 학생수,2011년 학생수,2012년 학생수,2013년 학생수,2014년 학생수,2015년 학생수,2016년 학생수,2017년 학생수,2018년 학생수,2019년 학생수,2020년 학생수,2021년 학생수,2022년 학생수
서울가재울초등학교,초등학교,공립,서울특별시서부교육지원청,37.57376442,126.9183891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,945,1243,1386,1547,1639,1698,1695
서울탑동초등학교,초등학교,공립,서울특별시남부교육지원청,37.45251655,126.9153675,1185,1140,1049,943,839,753,694,627,573,538,535,539,509,491,488
서울수암초등학교,초등학교,공립,서울특별시북부교육지원청,37.64769283,127.0814646,1162,1080,1061,949,854,736,654,669,617,604,610,617,599,581,582
서울신묵초등학교,초등학교,공립,서울특별시동부교육지원청,37.60652285,127.0758358,927,815,724,702,660,599,530,525,500,464,462,447,409,394,374
서울금옥초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54632146,127.0176012,532,453,420,392,319,340,376,373,377,382,368,342,292,265,278
서울청계초등학교,초등학교,공립,서울특별시북부교육지원청,37.64503406,127.0661389,916,918,822,758,686,622,582,530,444,416,407,390,318,289,292
서울도신초등학교,초등학교,공립,서울특별시남부교육지원청,37.49926789,126.9007141,1067,955,847,779,694,628,612,561,535,501,463,413,345,295,247
서울당산초등학교,초등학교,공립,서울특별시남부교육지원청,37.54011912,126.8962411,849,800,741,706,614,581,562,511,473,459,445,412,363,333,339
서울수송초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.63732397,127.0332067,1988,1807,1612,1482,1335,1200,1143,1079,1015,925,838,823,768,676,639
서울여의도초등학교,초등학교,공립,서울특별시남부교육지원청,37.52320482,126.9367944,1370,1248,1217,1162,1114,1057,1033,1049,1075,1088,1074,1074,1088,1087,1054
서울경인초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.53287102,126.8856957,1214,1097,1077,1069,1052,1011,986,1061,1084,1110,1137,1177,1247,1179,1138
서울율현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47451551,127.1082848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,554,724,778,878,978,1037,1036,949
서울오류초등학교,초등학교,공립,서울특별시남부교육지원청,37.49752741,126.84203,1361,1260,1234,1118,1012,932,875,836,803,783,789,772,732,688,687
서울독산초등학교,초등학교,공립,서울특별시남부교육지원청,37.46565691,126.8997128,1527,1358,1209,1043,935,854,827,814,771,737,718,665,634,605,561
서울난곡초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.4691282,126.9163416,935,852,779,692,616,590,526,489,475,452,459,428,394,369,348
서울전곡초등학교,초등학교,공립,서울특별시동부교육지원청,37.58070429,127.0560124,1269,1168,1103,975,900,811,767,694,595,544,497,466,421,365,325
서울봉은초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.52008269,127.0609329,941,853,772,735,660,604,605,592,597,587,585,585,537,506,489
서울광남초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54078809,127.1006653,1710,1639,1609,1511,1471,1388,1412,1429,1429,1431,1465,1520,1516,1436,1367
홍익대학교사범대학부속초등학교,초등학교,사립,서울특별시서부교육지원청,37.55964474,126.9132084,556,555,537,537,518,520,521,513,491,483,459,454,452,479,486
서울동구로초등학교,초등학교,공립,서울특별시남부교육지원청,37.49407053,126.8927802,963,886,833,796,725,684,624,573,506,471,456,439,387,376,354
서울옥정초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54230974,127.0157855,1101,902,898,865,858,822,818,835,820,816,857,852,807,752,725
서울난우초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47711829,126.9176525,1763,1625,1479,1390,1263,1123,1053,1011,934,918,885,900,834,771,707
서울남사초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48194349,126.9782341,1142,1083,1043,961,870,818,745,721,662,638,609,587,545,525,527
서울세륜초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51855781,127.1341633,888,861,809,778,759,703,685,669,674,695,676,688,679,688,637
서울신우초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.46326397,126.9325353,837,827,744,685,620,583,571,545,522,470,437,398,374,335,309
서울신남초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51652866,126.8447962,832,714,646,478,373,337,342,374,363,287,295,276,439,743,871
서울금양초등학교,초등학교,공립,서울특별시중부교육지원청,37.54094231,126.9618319,1439,1397,1295,1232,1086,995,932,877,792,773,784,738,731,718,684
서울봉래초등학교,초등학교,공립,서울특별시중부교육지원청,37.55641234,126.9652506,694,629,560,504,441,340,306,290,287,273,368,422,419,403,415
서울용두초등학교,초등학교,공립,서울특별시동부교육지원청,37.57641309,127.0283872,672,636,605,597,567,529,498,489,464,450,433,431,406,373,433
서울홍제초등학교,초등학교,공립,서울특별시서부교육지원청,37.59350546,126.9454205,1744,1682,1627,1469,1339,1223,1128,1028,950,920,904,859,841,830,832
서울숭미초등학교,초등학교,공립,서울특별시북부교육지원청,37.65102344,127.0279443,1439,1331,1286,1211,1128,1080,1015,950,949,901,859,812,756,744,699
서울수유초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.63124966,127.0202924,1268,1179,1145,1093,1013,933,914,898,820,797,795,770,710,690,668
서울삼선초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.58714152,127.0126718,1188,1117,1068,1048,1012,972,951,923,889,840,818,777,699,656,618
서울은평초등학교,초등학교,공립,서울특별시서부교육지원청,37.60230404,126.9340336,1574,1408,1285,1170,1025,1001,950,878,723,656,617,565,536,746,933
서울금화초등학교,초등학교,공립,서울특별시서부교육지원청,37.56882755,126.9629414,768,683,604,591,577,563,583,608,654,634,648,600,557,519,465
서울세곡초등학교,초등학교,공립,서울특별시남부교육지원청,37.5050561,126.8491198,1339,1215,1105,981,799,686,607,650,616,590,609,623,573,551,517
서울양명초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51637495,126.8566349,826,726,647,573,461,405,365,350,321,500,489,522,542,579,629
서울창일초등학교,초등학교,공립,서울특별시북부교육지원청,37.64765764,127.0476085,1522,1434,1303,1201,1112,1046,1026,1035,1007,979,1015,975,944,918,870
서울문교초등학교,초등학교,공립,서울특별시남부교육지원청,37.46672027,126.9088159,884,777,669,599,534,492,437,435,396,363,342,309,284,272,263
서울석촌초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50263063,127.1052122,1653,1491,1396,1359,1268,1246,1275,1199,1100,1014,971,897,824,773,744
서울포이초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47591562,127.0525106,1342,1132,989,855,801,673,599,568,508,451,446,434,401,499,479
서울서이초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49156467,127.025618,1458,1396,1372,1314,1262,1167,1197,1237,1168,1134,1056,1005,966,1153,1430
서울새솔초등학교,초등학교,공립,서울특별시동부교육지원청,37.61798909,127.1113284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,335,651,722,784,908,1036,1123,1031,940
서울우암초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47229555,127.0237234,584,523,488,422,376,364,331,320,305,349,374,370,329,300,285
서울양천초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.57018817,126.8395397,804,764,719,685,639,584,565,530,500,480,491,493,438,382,367
서울잠현초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52258587,127.1047786,#N/A,602,632,690,714,736,762,754,783,815,806,851,862,913,916
서울동교초등학교,초등학교,공립,서울특별시서부교육지원청,37.55862448,126.9024006,1951,1862,1747,1656,1542,1409,1342,1268,1159,1092,1065,1009,913,862,834
서울대길초등학교,초등학교,공립,서울특별시남부교육지원청,37.49811236,126.9131739,1216,1150,1075,1000,898,803,785,735,661,636,615,601,537,499,454
서울삼일초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48823549,126.9751016,744,877,923,977,1009,1003,1009,1025,986,985,994,1041,1006,1010,998
서울구현초등학교,초등학교,공립,서울특별시서부교육지원청,37.60984462,126.9057958,#N/A,523,712,694,747,715,728,748,748,730,682,664,624,596,549
서울중원초등학교,초등학교,공립,서울특별시북부교육지원청,37.64398229,127.0627832,1019,936,884,846,802,756,738,737,675,640,583,553,508,456,425
서울송파초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50713737,127.111119,1649,1518,1354,1277,1110,1008,949,876,826,774,726,686,637,612,569
서울신화초등학교,초등학교,공립,서울특별시북부교육지원청,37.63319504,127.0408842,891,827,768,735,659,618,593,569,508,504,504,484,436,385,369
서울용강초등학교,초등학교,공립,서울특별시서부교육지원청,37.54910215,126.9440443,799,775,724,643,620,559,510,481,436,420,403,475,455,532,526
서울서초초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49904877,127.0248915,873,857,853,851,806,775,755,768,762,802,970,1004,1084,1074,1057
서울영중초등학교,초등학교,공립,서울특별시남부교육지원청,37.5241433,126.9036955,962,896,819,751,654,546,520,471,461,435,461,446,409,414,438
선일초등학교,초등학교,사립,서울특별시서부교육지원청,37.62030421,126.9119931,532,509,505,506,510,505,506,472,445,433,454,432,426,407,437
서울청덕초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61203173,127.0003334,1024,938,857,775,720,623,590,533,506,467,462,454,402,376,358
서울대현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.50372159,127.0635654,1029,920,909,870,754,641,647,677,669,686,685,675,707,685,813
서울상곡초등학교,초등학교,공립,서울특별시북부교육지원청,37.66290401,127.0620747,949,928,864,804,747,686,651,623,578,546,476,455,440,533,523
서울망우초등학교,초등학교,공립,서울특별시동부교육지원청,37.59873698,127.1038418,956,880,817,754,708,606,555,527,506,468,465,423,378,357,345
서울연희초등학교,초등학교,공립,서울특별시서부교육지원청,37.56904593,126.9341423,1789,1710,1652,1522,1399,1305,1205,1140,1029,955,904,846,811,774,724
서울매헌초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47126248,127.0420698,752,898,904,939,919,852,819,750,722,689,656,646,608,552,554
유석초등학교,초등학교,사립,서울특별시강서양천교육지원청,37.56080588,126.8537249,395,387,380,378,361,337,327,323,317,322,304,300,297,334,336
서울목운초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52700952,126.8730442,#N/A,1259,1560,1598,1594,1585,1587,1575,1610,1635,1652,1699,1704,1691,1648
서울노원초등학교,초등학교,공립,서울특별시북부교육지원청,37.67359347,127.0584544,551,501,477,432,391,338,329,325,324,300,321,327,308,308,297
서울풍납초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.53440483,127.1172037,1403,1275,1110,1042,945,840,796,745,703,623,562,531,461,427,388
서울화일초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54072601,126.8474076,1387,1316,1267,1245,1177,1075,1026,945,878,829,815,833,801,721,700
운현초등학교,초등학교,사립,서울특별시중부교육지원청,37.57663053,126.9881575,177,170,168,180,179,177,174,175,176,174,163,173,156,165,179
서울홍은초등학교,초등학교,공립,서울특별시서부교육지원청,37.59754027,126.949458,874,810,707,673,611,572,534,485,444,408,384,370,347,322,325
서울남성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48459498,126.9754874,972,796,727,658,614,615,611,634,641,668,673,675,608,600,537
중앙대학교사범대학부속초등학교,초등학교,사립,서울특별시동작관악교육지원청,37.50545264,126.9596777,#N/A,#N/A,947,945,948,919,879,843,804,762,719,722,712,723,727
서울청구초등학교,초등학교,공립,서울특별시중부교육지원청,37.55911668,127.0137244,1743,1659,1321,1206,1113,1029,977,918,836,757,730,720,640,597,570
서울길원초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60906464,127.0167996,951,1021,1032,1339,1287,1219,1245,1221,1221,1207,1237,1281,1271,1242,1230
서울신미림초등학교,초등학교,공립,서울특별시남부교육지원청,37.50714192,126.8795527,1323,1282,1215,1131,1093,1073,1047,991,998,1005,993,966,907,873,891
서울묵동초등학교,초등학교,공립,서울특별시동부교육지원청,37.60335949,127.0808272,1247,1108,958,896,762,665,570,507,462,460,468,485,452,446,422
서울잠신초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51411407,127.0879435,0,1432,1507,1586,1547,1586,1614,1653,1661,1640,1649,1681,1653,1559,1490
서울방학초등학교,초등학교,공립,서울특별시북부교육지원청,37.66393373,127.032748,1207,1143,1048,962,884,797,739,697,669,666,672,677,620,595,581
서울증산초등학교,초등학교,공립,서울특별시서부교육지원청,37.58256527,126.9042764,1481,1411,1368,1252,1140,1013,962,899,829,791,716,676,577,545,615
서울대은초등학교,초등학교,공립,서울특별시서부교육지원청,37.61236712,126.9258698,804,717,655,611,554,504,472,464,429,406,396,341,233,189,174
서울공덕초등학교,초등학교,공립,서울특별시서부교육지원청,37.54580335,126.9548231,1095,1006,909,898,868,816,812,800,774,749,710,702,664,694,713
서울양진초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54457517,127.0983249,1719,1691,1638,1529,1513,1502,1558,1572,1561,1597,1610,1592,1579,1509,1480
서울흑석초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50829272,126.9651701,788,709,646,647,661,701,677,679,598,550,549,595,573,570,545
서울오현초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.62341912,127.0465761,804,765,728,683,621,591,566,545,510,482,454,414,393,361,324
서울개포초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48623864,127.0698266,626,516,454,372,304,249,178,175,118,93,0,0,0,0,0
서울풍성초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52629486,127.1134884,551,490,433,414,384,373,350,344,293,258,242,242,293,320,307
서울개롱초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49736261,127.1398881,635,715,757,763,765,762,736,704,644,555,508,474,423,402,363
서울신양초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.53462395,127.0699953,1163,1041,933,819,734,692,698,719,678,650,656,578,540,505,487
서울경일초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.5409419,127.0466051,1254,1117,1008,876,784,653,610,538,473,440,402,357,319,282,242
서울등현초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56145118,126.8475984,1171,1109,1057,986,918,802,761,754,698,697,689,681,631,587,567
서울불암초등학교,초등학교,공립,서울특별시북부교육지원청,37.65078442,127.0806018,1532,1457,1381,1356,1249,1121,1122,1132,1081,1057,1018,1020,1007,930,885
서울정릉초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61979605,127.0052561,1250,1246,1251,1209,1141,1083,1032,1010,938,896,880,827,783,728,688
서울신현초등학교,초등학교,공립,서울특별시동부교육지원청,37.60581459,127.0935852,1306,1215,1068,959,854,752,698,622,563,536,529,530,487,491,482
서울인헌초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47675499,126.9598639,2058,1896,1819,1770,1663,1519,1412,1392,1302,1254,1184,1127,1050,971,905
서울방배초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4867641,126.9871924,1602,1421,1353,1285,1132,1027,993,1002,997,986,994,952,904,888,861
서울탑산초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56701719,126.8523683,730,682,604,576,513,483,580,654,619,573,552,533,487,463,455
서울강신초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54209971,126.8295837,1179,1177,1159,1116,1056,998,974,955,999,952,940,932,860,820,774
서울공항초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56302167,126.8216459,349,286,240,193,179,159,174,1018,1122,1262,1344,1451,1448,1538,1560
